s,p,o
https://gryps.io/KnowledgeGraph.owl#Individual/JobFiling/DOB_BIS/12079419511082908,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasGrypsCollection,Regulatory & Compliance
https://gryps.io/KnowledgeGraph.owl#Individual/JobFiling/DOB_BIS/12079419511082908,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasEmbeddingDate,2025-01-25T00:32:28.970Z
https://gryps.io/KnowledgeGraph.owl#Individual/JobFiling/DOB_BIS/12079419511082908,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasApplicant,BEYNON
https://gryps.io/KnowledgeGraph.owl#Individual/JobFiling/DOB_BIS/12079419511082908,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasInferredJobFilingNumber,120794195
https://gryps.io/KnowledgeGraph.owl#Individual/JobFiling/DOB_BIS/12079419511082908,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasStatusDate,2013-04-15
https://gryps.io/KnowledgeGraph.owl#Individual/JobFiling/DOB_BIS/12079419511082908,https://gryps.io/KnowledgeGraph.owl#DataProperty/isSubmittedOn,2011-08-15
https://gryps.io/KnowledgeGraph.owl#Individual/JobFiling/DOB_BIS/12079419511082908,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasZoningApproval,NOT APPLICABLE
https://gryps.io/KnowledgeGraph.owl#Individual/JobFiling/DOB_BIS/12079419511082908,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasSourceLink,http://a810-bisweb.nyc.gov/bisweb/JobsQueryByNumberServlet?requestid=8&passjobnumber=120794195&passdocnumber=01
https://gryps.io/KnowledgeGraph.owl#Individual/JobFiling/DOB_BIS/12079419511082908,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasDescription, REMOVAL AND INSTALLATION OF INTERIOR NON BEARING PARTITIONS AND RELATED FI  Work on Floors: 0L8 
https://gryps.io/KnowledgeGraph.owl#Individual/JobFiling/DOB_BIS/12132596751089806,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,https://gryps.io/KnowledgeGraph.owl#Class/JobFiling
https://gryps.io/KnowledgeGraph.owl#Individual/JobFiling/DOB_BIS/12132596751089806,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasStatus,P APPROVED
https://gryps.io/KnowledgeGraph.owl#Individual/JobFiling/DOB_BIS/12132596751089806,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasType,NB
https://gryps.io/KnowledgeGraph.owl#Individual/JobFiling/DOB_BIS/12132596751089806,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasSourceSystem,DOB BIS
https://gryps.io/KnowledgeGraph.owl#Individual/JobFiling/DOB_BIS/12132596751089806,https://gryps.io/KnowledgeGraph.owl#ObjectProperty/isAssociatedWith,https://gryps.io/KnowledgeGraph.owl#Individual/Building/DOB_BIS/1089806
https://gryps.io/KnowledgeGraph.owl#Individual/JobFiling/DOB_BIS/12132596751089806,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasID,12132596751089806
https://gryps.io/KnowledgeGraph.owl#Individual/JobFiling/DOB_BIS/12132596751089806,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasGrypsUpdatedAt,2023-05-22T09:52:31.000Z
https://gryps.io/KnowledgeGraph.owl#Individual/JobFiling/DOB_BIS/12132596751089806,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasNumber,121325967
https://gryps.io/KnowledgeGraph.owl#Individual/JobFiling/DOB_BIS/12132596751089806,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasInferredBuildingNumber,1089806
https://gryps.io/KnowledgeGraph.owl#Individual/JobFiling/DOB_BIS/12132596751089806,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasInferredGrypsUpdatedAt,2023-05-22T09:52:31.000Z
https://gryps.io/KnowledgeGraph.owl#Individual/JobFiling/DOB_BIS/12132596751089806,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasInferredSourceLink,http://a810-bisweb.nyc.gov/bisweb/JobsQueryByNumberServlet?requestid=4&passjobnumber=121325967&passdocnumber=05
https://gryps.io/KnowledgeGraph.owl#Individual/JobFiling/DOB_BIS/12132596751089806,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasInferredEntityType,Process
https://gryps.io/KnowledgeGraph.owl#Individual/JobFiling/DOB_BIS/12132596751089806,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasInferredEntityType,Job Filing
https://gryps.io/KnowledgeGraph.owl#Individual/JobFiling/DOB_BIS/12132596751089806,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasContextDate,2025-01-25T00:23:38.403Z
https://gryps.io/KnowledgeGraph.owl#Individual/JobFiling/DOB_BIS/12132596751089806,https://gryps.io/KnowledgeGraph.owl#DataProperty/isInferredSubmittedOn,2015-05-21
https://gryps.io/KnowledgeGraph.owl#Individual/JobFiling/DOB_BIS/12132596751089806,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasMetadataDate,2025-01-25T00:18:12.266Z
https://gryps.io/KnowledgeGraph.owl#Individual/JobFiling/DOB_BIS/12132596751089806,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasGrypsCollection,Regulatory & Compliance
https://gryps.io/KnowledgeGraph.owl#Individual/JobFiling/DOB_BIS/12132596751089806,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasEmbeddingDate,2025-01-25T00:32:33.238Z
https://gryps.io/KnowledgeGraph.owl#Individual/JobFiling/DOB_BIS/12132596751089806,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasApplicant,KAPLAN
https://gryps.io/KnowledgeGraph.owl#Individual/JobFiling/DOB_BIS/12132596751089806,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasInferredJobFilingNumber,121325967
https://gryps.io/KnowledgeGraph.owl#Individual/JobFiling/DOB_BIS/12132596751089806,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasStatusDate,2015-08-07
https://gryps.io/KnowledgeGraph.owl#Individual/JobFiling/DOB_BIS/12132596751089806,https://gryps.io/KnowledgeGraph.owl#DataProperty/isSubmittedOn,2015-05-21
https://gryps.io/KnowledgeGraph.owl#Individual/JobFiling/DOB_BIS/12132596751089806,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasZoningApproval,AMENDED 02/20/2018
https://gryps.io/KnowledgeGraph.owl#Individual/JobFiling/DOB_BIS/12132596751089806,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasSourceLink,http://a810-bisweb.nyc.gov/bisweb/JobsQueryByNumberServlet?requestid=4&passjobnumber=121325967&passdocnumber=05
https://gryps.io/KnowledgeGraph.owl#Individual/JobFiling/DOB_BIS/12132596751089806,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasDescription, POST APPROVAL AMENDMENT FOR 01  Work on Floors: CEL                      001 thru 017 
https://gryps.io/KnowledgeGraph.owl#Individual/JobFiling/DOB_BIS/12076351121082908,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,https://gryps.io/KnowledgeGraph.owl#Class/JobFiling
https://gryps.io/KnowledgeGraph.owl#Individual/JobFiling/DOB_BIS/12076351121082908,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasStatus,X SIGNED OFF
https://gryps.io/KnowledgeGraph.owl#Individual/JobFiling/DOB_BIS/12076351121082908,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasType,A2
https://gryps.io/KnowledgeGraph.owl#Individual/JobFiling/DOB_BIS/12076351121082908,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasSourceSystem,DOB BIS
https://gryps.io/KnowledgeGraph.owl#Individual/JobFiling/DOB_BIS/12076351121082908,https://gryps.io/KnowledgeGraph.owl#ObjectProperty/isAssociatedWith,https://gryps.io/KnowledgeGraph.owl#Individual/Building/DOB_BIS/1082908
https://gryps.io/KnowledgeGraph.owl#Individual/JobFiling/DOB_BIS/12076351121082908,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasID,12076351121082908
https://gryps.io/KnowledgeGraph.owl#Individual/JobFiling/DOB_BIS/12076351121082908,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasGrypsUpdatedAt,2025-01-23T17:56:06.779Z
https://gryps.io/KnowledgeGraph.owl#Individual/JobFiling/DOB_BIS/12076351121082908,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasNumber,120763511
https://gryps.io/KnowledgeGraph.owl#Individual/JobFiling/DOB_BIS/12076351121082908,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasInferredBuildingNumber,1082908
https://gryps.io/KnowledgeGraph.owl#Individual/JobFiling/DOB_BIS/12076351121082908,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasInferredGrypsUpdatedAt,2025-01-23T17:56:06.779Z
https://gryps.io/KnowledgeGraph.owl#Individual/JobFiling/DOB_BIS/12076351121082908,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasInferredSourceLink,http://a810-bisweb.nyc.gov/bisweb/JobsQueryByNumberServlet?requestid=9&passjobnumber=120763511&passdocnumber=02
https://gryps.io/KnowledgeGraph.owl#Individual/JobFiling/DOB_BIS/12076351121082908,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasInferredEntityType,Process
https://gryps.io/KnowledgeGraph.owl#Individual/JobFiling/DOB_BIS/12076351121082908,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasInferredEntityType,Job Filing
https://gryps.io/KnowledgeGraph.owl#Individual/JobFiling/DOB_BIS/12076351121082908,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasContextDate,2025-01-25T00:23:38.403Z
https://gryps.io/KnowledgeGraph.owl#Individual/JobFiling/DOB_BIS/12076351121082908,https://gryps.io/KnowledgeGraph.owl#DataProperty/isInferredSubmittedOn,2011-07-19
https://gryps.io/KnowledgeGraph.owl#Individual/JobFiling/DOB_BIS/12076351121082908,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasMetadataDate,2025-01-25T00:18:12.266Z
https://gryps.io/KnowledgeGraph.owl#Individual/JobFiling/DOB_BIS/12076351121082908,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasGrypsCollection,Regulatory & Compliance
https://gryps.io/KnowledgeGraph.owl#Individual/JobFiling/DOB_BIS/12076351121082908,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasEmbeddingDate,2025-01-25T00:32:29.274Z
https://gryps.io/KnowledgeGraph.owl#Individual/JobFiling/DOB_BIS/12076351121082908,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasApplicant,BOSCO
https://gryps.io/KnowledgeGraph.owl#Individual/JobFiling/DOB_BIS/12076351121082908,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasInferredJobFilingNumber,120763511
https://gryps.io/KnowledgeGraph.owl#Individual/JobFiling/DOB_BIS/12076351121082908,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasStatusDate,2012-01-24
https://gryps.io/KnowledgeGraph.owl#Individual/JobFiling/DOB_BIS/12076351121082908,https://gryps.io/KnowledgeGraph.owl#DataProperty/isSubmittedOn,2011-07-19
https://gryps.io/KnowledgeGraph.owl#Individual/JobFiling/DOB_BIS/12076351121082908,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasZoningApproval,NOT APPLICABLE
https://gryps.io/KnowledgeGraph.owl#Individual/JobFiling/DOB_BIS/12076351121082908,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasSourceLink,http://a810-bisweb.nyc.gov/bisweb/JobsQueryByNumberServlet?requestid=9&passjobnumber=120763511&passdocnumber=02
https://gryps.io/KnowledgeGraph.owl#Individual/JobFiling/DOB_BIS/12076351121082908,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasDescription," HVAC AND MECHANICAL MODIFICATIONS AS PER PLANS FILED, PLUMBING MODIFICATIO  Work on Floors: 006 "
https://gryps.io/KnowledgeGraph.owl#Individual/JobFiling/DOB_BIS/10283759311036156,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,https://gryps.io/KnowledgeGraph.owl#Class/JobFiling
https://gryps.io/KnowledgeGraph.owl#Individual/JobFiling/DOB_BIS/10283759311036156,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasStatus,X SIGNED OFF
https://gryps.io/KnowledgeGraph.owl#Individual/JobFiling/DOB_BIS/10283759311036156,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasType,A2
https://gryps.io/KnowledgeGraph.owl#Individual/JobFiling/DOB_BIS/10283759311036156,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasSourceSystem,DOB BIS
https://gryps.io/KnowledgeGraph.owl#Individual/JobFiling/DOB_BIS/10283759311036156,https://gryps.io/KnowledgeGraph.owl#ObjectProperty/isAssociatedWith,https://gryps.io/KnowledgeGraph.owl#Individual/Building/DOB_BIS/1036156
https://gryps.io/KnowledgeGraph.owl#Individual/JobFiling/DOB_BIS/10283759311036156,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasID,10283759311036156
https://gryps.io/KnowledgeGraph.owl#Individual/JobFiling/DOB_BIS/10283759311036156,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasGrypsUpdatedAt,2023-01-16T12:09:22.000Z
https://gryps.io/KnowledgeGraph.owl#Individual/JobFiling/DOB_BIS/10283759311036156,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasNumber,102837593
https://gryps.io/KnowledgeGraph.owl#Individual/JobFiling/DOB_BIS/10283759311036156,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasInferredBuildingNumber,1036156
https://gryps.io/KnowledgeGraph.owl#Individual/JobFiling/DOB_BIS/10283759311036156,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasInferredGrypsUpdatedAt,2023-01-16T12:09:22.000Z
https://gryps.io/KnowledgeGraph.owl#Individual/JobFiling/DOB_BIS/10283759311036156,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasInferredSourceLink,http://a810-bisweb.nyc.gov/bisweb/JobsQueryByNumberServlet?requestid=26&passjobnumber=102837593&passdocnumber=01
https://gryps.io/KnowledgeGraph.owl#Individual/JobFiling/DOB_BIS/10283759311036156,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasInferredEntityType,Process
https://gryps.io/KnowledgeGraph.owl#Individual/JobFiling/DOB_BIS/10283759311036156,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasInferredEntityType,Job Filing
https://gryps.io/KnowledgeGraph.owl#Individual/JobFiling/DOB_BIS/10283759311036156,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasContextDate,2025-01-25T00:23:38.403Z
https://gryps.io/KnowledgeGraph.owl#Individual/JobFiling/DOB_BIS/10283759311036156,https://gryps.io/KnowledgeGraph.owl#DataProperty/isInferredSubmittedOn,2000-02-15
https://gryps.io/KnowledgeGraph.owl#Individual/JobFiling/DOB_BIS/10283759311036156,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasMetadataDate,2025-01-25T00:18:12.266Z
https://gryps.io/KnowledgeGraph.owl#Individual/JobFiling/DOB_BIS/10283759311036156,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasGrypsCollection,Regulatory & Compliance
https://gryps.io/KnowledgeGraph.owl#Individual/JobFiling/DOB_BIS/10283759311036156,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasEmbeddingDate,2025-01-25T00:32:21.190Z
https://gryps.io/KnowledgeGraph.owl#Individual/JobFiling/DOB_BIS/10283759311036156,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasApplicant,Collins
https://gryps.io/KnowledgeGraph.owl#Individual/JobFiling/DOB_BIS/10283759311036156,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasInferredJobFilingNumber,102837593
https://gryps.io/KnowledgeGraph.owl#Individual/JobFiling/DOB_BIS/10283759311036156,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasStatusDate,2002-03-13
https://gryps.io/KnowledgeGraph.owl#Individual/JobFiling/DOB_BIS/10283759311036156,https://gryps.io/KnowledgeGraph.owl#DataProperty/isSubmittedOn,2000-02-15
https://gryps.io/KnowledgeGraph.owl#Individual/JobFiling/DOB_BIS/10283759311036156,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasZoningApproval,NOT APPLICABLE
https://gryps.io/KnowledgeGraph.owl#Individual/JobFiling/DOB_BIS/10283759311036156,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasSourceLink,http://a810-bisweb.nyc.gov/bisweb/JobsQueryByNumberServlet?requestid=26&passjobnumber=102837593&passdocnumber=01
https://gryps.io/KnowledgeGraph.owl#Individual/JobFiling/DOB_BIS/10283759311036156,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasDescription," Installation of interior non load bearing partitions and related finishes,  Work on Floors: 010 "
https://gryps.io/KnowledgeGraph.owl#Individual/JobFiling/DOB_BIS/12347174121089806,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,https://gryps.io/KnowledgeGraph.owl#Class/JobFiling
https://gryps.io/KnowledgeGraph.owl#Individual/JobFiling/DOB_BIS/12347174121089806,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasStatus,P APPROVED
https://gryps.io/KnowledgeGraph.owl#Individual/JobFiling/DOB_BIS/12347174121089806,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasType,A2
https://gryps.io/KnowledgeGraph.owl#Individual/JobFiling/DOB_BIS/12347174121089806,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasSourceSystem,DOB BIS
https://gryps.io/KnowledgeGraph.owl#Individual/JobFiling/DOB_BIS/12347174121089806,https://gryps.io/KnowledgeGraph.owl#ObjectProperty/isAssociatedWith,https://gryps.io/KnowledgeGraph.owl#Individual/Building/DOB_BIS/1089806
https://gryps.io/KnowledgeGraph.owl#Individual/JobFiling/DOB_BIS/12347174121089806,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasID,12347174121089806
https://gryps.io/KnowledgeGraph.owl#Individual/JobFiling/DOB_BIS/12347174121089806,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasGrypsUpdatedAt,2023-05-22T09:52:31.000Z
https://gryps.io/KnowledgeGraph.owl#Individual/JobFiling/DOB_BIS/12347174121089806,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasNumber,123471741
https://gryps.io/KnowledgeGraph.owl#Individual/JobFiling/DOB_BIS/12347174121089806,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasInferredBuildingNumber,1089806
https://gryps.io/KnowledgeGraph.owl#Individual/JobFiling/DOB_BIS/12347174121089806,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasInferredGrypsUpdatedAt,2023-05-22T09:52:31.000Z
https://gryps.io/KnowledgeGraph.owl#Individual/JobFiling/DOB_BIS/12347174121089806,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasInferredSourceLink,http://a810-bisweb.nyc.gov/bisweb/JobsQueryByNumberServlet?requestid=1&passjobnumber=123471741&passdocnumber=02
https://gryps.io/KnowledgeGraph.owl#Individual/JobFiling/DOB_BIS/12347174121089806,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasInferredEntityType,Process
https://gryps.io/KnowledgeGraph.owl#Individual/JobFiling/DOB_BIS/12347174121089806,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasInferredEntityType,Job Filing
https://gryps.io/KnowledgeGraph.owl#Individual/JobFiling/DOB_BIS/12347174121089806,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasContextDate,2025-01-25T00:23:38.403Z
https://gryps.io/KnowledgeGraph.owl#Individual/JobFiling/DOB_BIS/12347174121089806,https://gryps.io/KnowledgeGraph.owl#DataProperty/isInferredSubmittedOn,2018-08-01
https://gryps.io/KnowledgeGraph.owl#Individual/JobFiling/DOB_BIS/12347174121089806,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasMetadataDate,2025-01-25T00:18:12.266Z
https://gryps.io/KnowledgeGraph.owl#Individual/JobFiling/DOB_BIS/12347174121089806,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasGrypsCollection,Regulatory & Compliance
https://gryps.io/KnowledgeGraph.owl#Individual/JobFiling/DOB_BIS/12347174121089806,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasEmbeddingDate,2025-01-25T00:32:43.365Z
https://gryps.io/KnowledgeGraph.owl#Individual/JobFiling/DOB_BIS/12347174121089806,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasApplicant,HURST
https://gryps.io/KnowledgeGraph.owl#Individual/JobFiling/DOB_BIS/12347174121089806,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasInferredJobFilingNumber,123471741
https://gryps.io/KnowledgeGraph.owl#Individual/JobFiling/DOB_BIS/12347174121089806,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasStatusDate,2019-02-04
https://gryps.io/KnowledgeGraph.owl#Individual/JobFiling/DOB_BIS/12347174121089806,https://gryps.io/KnowledgeGraph.owl#DataProperty/isSubmittedOn,2018-08-01
https://gryps.io/KnowledgeGraph.owl#Individual/JobFiling/DOB_BIS/12347174121089806,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasZoningApproval,NOT APPLICABLE
https://gryps.io/KnowledgeGraph.owl#Individual/JobFiling/DOB_BIS/12347174121089806,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasSourceLink,http://a810-bisweb.nyc.gov/bisweb/JobsQueryByNumberServlet?requestid=1&passjobnumber=123471741&passdocnumber=02
https://gryps.io/KnowledgeGraph.owl#Individual/JobFiling/DOB_BIS/12347174121089806,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasDescription," DOC WITHDRAWN 10/13/2021 MECHANICAL MODIFICATIONS ON ROOF IN CONJUNCTION W  Work on Floors: 014,PH, ROF "
https://gryps.io/KnowledgeGraph.owl#Individual/JobFiling/DOB_BIS/10193333911036156,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,https://gryps.io/KnowledgeGraph.owl#Class/JobFiling
https://gryps.io/KnowledgeGraph.owl#Individual/JobFiling/DOB_BIS/10193333911036156,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasStatus,X SIGNED OFF
https://gryps.io/KnowledgeGraph.owl#Individual/JobFiling/DOB_BIS/10193333911036156,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasType,A2
https://gryps.io/KnowledgeGraph.owl#Individual/JobFiling/DOB_BIS/10193333911036156,https://gryps.io/KnowledgeGraph.owl#DataProperty/hasSourceSystem,DOB BIS
https://gryps.io/KnowledgeGraph.owl#Individual/JobFiling/DOB_BIS/10193333911036156,https://gryps.io/KnowledgeGraph.owl#ObjectProperty/isAssociatedWith,https://gryps.io/KnowledgeGraph.owl#Individual/Building/DOB_BIS/1036156
